date,StockCode,open,high,low,close,volume,Type,Title,PublishTime,URL,Head,Content,ArticleID,Page
2025-10-30,BCM,66.5,67.1,66.4,66.9,161200,Kết quả - Kế hoạch kinh doanh,"BCM thực hiện hơn 90% kế hoạch lãi năm sau 9 tháng, dư nợ trái phiếu hơn 13.7 ngàn tỷ",2025-10-30 17:16:38,/2025/10/bcm-thuc-hien-hon-90-ke-hoach-lai-nam-sau-9-thang-du-no-trai-phieu-hon-137-ngan-ty-737-1367297.htm,"Dù doanh thu bất động sản khu công nghiệp giảm sâu, nhưng lợi nhuận ròng quý 3 của BCM vẫn tăng hơn 20% so với cùng kỳ, nhờ khoản lãi từ công ty liên doanh, liên kết, thực hiện hơn 90% kế hoạch năm sau 9 tháng.",,1367297.0,2.0
2025-10-31,BCM,66.9,66.9,66.0,66.0,129400,Tin mới nhất,BCM: Giấy chứng nhận đăng ký hoạt động chi nhánh thay đổi lần thứ 7,2025-10-31 16:28:52,/2025/10/bcm-giay-chung-nhan-dang-ky-hoat-dong-chi-nhanh-thay-doi-lan-thu-7-737-1368272.htm,,,1368272.0,4.0
2025-10-31,BCM,66.9,66.9,66.0,66.0,129400,Kết quả - Kế hoạch kinh doanh,BCM: Giấy chứng nhận đăng ký hoạt động chi nhánh thay đổi lần thứ 7,2025-10-31 16:28:52,/2025/10/bcm-giay-chung-nhan-dang-ky-hoat-dong-chi-nhanh-thay-doi-lan-thu-7-737-1368272.htm,,,1368272.0,2.0
2025-11-03,BCM,66.0,66.2,64.8,66.0,214900,,,,,,,,
2025-11-04,BCM,65.1,67.0,64.8,67.0,223300,Tin mới nhất,BCM: Giấy chứng nhận đăng ký hoạt động chi nhánh Mỹ Phước  thay đổi lần thứ 8,2025-11-04 17:45:25,/2025/11/bcm-giay-chung-nhan-dang-ky-hoat-dong-chi-nhanh-my-phuoc-thay-doi-lan-thu-8-737-1369429.htm,,,1369429.0,3.0
2025-11-04,BCM,65.1,67.0,64.8,67.0,223300,Kết quả - Kế hoạch kinh doanh,BCM: Giấy chứng nhận đăng ký hoạt động chi nhánh Mỹ Phước  thay đổi lần thứ 8,2025-11-04 17:45:25,/2025/11/bcm-giay-chung-nhan-dang-ky-hoat-dong-chi-nhanh-my-phuoc-thay-doi-lan-thu-8-737-1369429.htm,,,1369429.0,2.0
2025-11-05,BCM,67.1,67.2,66.3,67.2,251300,,,,,,,,
2025-11-06,BCM,67.2,69.3,67.0,68.7,636200,,,,,,,,
2025-11-07,BCM,68.4,68.4,66.7,68.0,181700,,,,,,,,
2025-11-10,BCM,68.0,68.3,66.0,66.0,192900,,,,,,,,
2025-11-11,BCM,65.2,67.0,64.6,67.0,312400,,,,,,,,
2025-11-12,BCM,66.8,67.0,65.8,66.9,271800,,,,,,,,
2025-11-13,BCM,66.2,68.3,66.1,67.9,410400,,,,,,,,
2025-11-14,BCM,67.8,67.9,66.6,67.5,244000,,,,,,,,
2025-11-17,BCM,67.6,68.9,67.5,68.9,583100,,,,,,,,
2025-11-18,BCM,68.9,69.3,67.7,67.7,226900,,,,,,,,
2025-11-19,BCM,67.4,68.1,66.1,66.1,350800,,,,,,,,
2025-11-20,BCM,66.2,66.8,65.6,66.1,298400,,,,,,,,
2025-11-21,BCM,65.5,67.0,64.6,67.0,349400,,,,,,,,
2025-11-24,BCM,67.0,67.0,66.0,66.7,104500,,,,,,,,
2025-11-25,BCM,66.0,66.7,65.5,65.5,147000,,,,,,,,
2025-11-26,BCM,65.5,66.4,65.0,66.4,167800,Tin mới nhất,“Của để dành” doanh nghiệp bất động sản tăng 59% sau 9 tháng,2025-11-26 09:14:16,/2025/11/cua-de-danh-doanh-nghiep-bat-dong-san-tang-59-sau-9-thang-737-1373931.htm,"Tính đến cuối tháng 9/2025, tổng “của để dành” của 104 doanh nghiệp bất động sản (BĐS) trên sàn (HOSE, HNX và UPCoM) tăng đến 59% so với đầu năm, đạt gần 213.4 ngàn tỷ đồng. Lượng tiền mặt ngắn cũng tăng 26%, lên gần 119.7 ngàn tỷ đồng.",,1373931.0,3.0
2025-11-26,BCM,65.5,66.4,65.0,66.4,167800,Kết quả - Kế hoạch kinh doanh,“Của để dành” doanh nghiệp bất động sản tăng 59% sau 9 tháng,2025-11-26 09:14:16,/2025/11/cua-de-danh-doanh-nghiep-bat-dong-san-tang-59-sau-9-thang-737-1373931.htm,"Tính đến cuối tháng 9/2025, tổng “của để dành” của 104 doanh nghiệp bất động sản (BĐS) trên sàn (HOSE, HNX và UPCoM) tăng đến 59% so với đầu năm, đạt gần 213.4 ngàn tỷ đồng. Lượng tiền mặt ngắn cũng tăng 26%, lên gần 119.7 ngàn tỷ đồng.",,1373931.0,2.0
2025-11-26,BCM,65.5,66.4,65.0,66.4,167800,Tin mới nhất,"Cuộc đua lợi nhuận VN30 quý 3: VHM giữ ngôi đầu, HPG bất ngờ soán ngôi GAS",2025-11-26 11:02:00,/2025/11/cuoc-dua-loi-nhuan-vn30-quy-3-vhm-giu-ngoi-dau-hpg-bat-ngo-soan-ngoi-gas-737-1375560.htm,"Trong bảng xếp hạng lợi nhuận quý 3/2025 của nhóm phi tài chính VN30, Vinhomes vẫn giữ vững ngôi đầu dù lợi nhuận ""bốc hơi"" gần một nửa, còn Hòa Phát tạo bất ngờ lớn khi vươn lên vị trí thứ 2.",,1375560.0,3.0
2025-11-26,BCM,65.5,66.4,65.0,66.4,167800,Kết quả - Kế hoạch kinh doanh,"Cuộc đua lợi nhuận VN30 quý 3: VHM giữ ngôi đầu, HPG bất ngờ soán ngôi GAS",2025-11-26 11:02:00,/2025/11/cuoc-dua-loi-nhuan-vn30-quy-3-vhm-giu-ngoi-dau-hpg-bat-ngo-soan-ngoi-gas-737-1375560.htm,"Trong bảng xếp hạng lợi nhuận quý 3/2025 của nhóm phi tài chính VN30, Vinhomes vẫn giữ vững ngôi đầu dù lợi nhuận ""bốc hơi"" gần một nửa, còn Hòa Phát tạo bất ngờ lớn khi vươn lên vị trí thứ 2.",,1375560.0,2.0
2025-11-27,BCM,66.6,66.6,65.4,66.4,170600,,,,,,,,
2025-11-28,BCM,65.7,66.6,65.0,66.6,226800,,,,,,,,
2025-12-01,BCM,65.5,66.0,65.4,65.6,103800,Tin mới nhất,"Có gì cần theo dõi ở VHC, BCM và HHV?",2025-12-01 12:03:21,/2025/12/co-gi-can-theo-doi-o-vhc-bcm-va-hhv-145-1377061.htm,Các công ty chứng khoán (CTCK) khuyến nghị theo dõi VHC do tăng trưởng chậm vì ảnh hưởng của thuế quan và áp lực cạnh tranh; BCM khả quan nhờ mảng bất động sản dân dụng và khu công nghiệp được kỳ vọng tiếp đà phục hồi trong năm 2026; mua HHV nhờ kỳ vọng mảng BOT sẽ duy trì tăng trưởng ổn định trong năm 2026.,,1377061.0,3.0
2025-12-02,BCM,65.6,66.3,64.6,66.3,234900,Tin mới nhất,BCM: Nghị quyết HĐQT về việc góp tăng vốn điều lệ cho CTCP PT Hạ tầng Kỹ thuật Becamex - Bình Phước,2025-12-02 14:14:57,/2025/12/bcm-nghi-quyet-hdqt-ve-viec-gop-tang-von-dieu-le-cho-ctcp-pt-ha-tang-ky-thuat-becamex-binh-phuoc-737-1377617.htm,,,1377617.0,3.0
2025-12-02,BCM,65.6,66.3,64.6,66.3,234900,Kết quả - Kế hoạch kinh doanh,BCM: Nghị quyết HĐQT về việc góp tăng vốn điều lệ cho CTCP PT Hạ tầng Kỹ thuật Becamex - Bình Phước,2025-12-02 14:14:57,/2025/12/bcm-nghi-quyet-hdqt-ve-viec-gop-tang-von-dieu-le-cho-ctcp-pt-ha-tang-ky-thuat-becamex-binh-phuoc-737-1377617.htm,,,1377617.0,1.0
2025-12-02,BCM,65.6,66.3,64.6,66.3,234900,Tin mới nhất,BCM: Nghị quyết HĐQT về việc góp tăng vốn điều lệ cho CTCP Becamex Bình Định,2025-12-02 16:18:34,/2025/12/bcm-nghi-quyet-hdqt-ve-viec-gop-tang-von-dieu-le-cho-ctcp-becamex-binh-dinh-737-1377745.htm,,,1377745.0,2.0
2025-12-02,BCM,65.6,66.3,64.6,66.3,234900,Kết quả - Kế hoạch kinh doanh,BCM: Nghị quyết HĐQT về việc góp tăng vốn điều lệ cho CTCP Becamex Bình Định,2025-12-02 16:18:34,/2025/12/bcm-nghi-quyet-hdqt-ve-viec-gop-tang-von-dieu-le-cho-ctcp-becamex-binh-dinh-737-1377745.htm,,,1377745.0,1.0
2025-12-03,BCM,66.1,66.3,65.5,65.9,92500,,,,,,,,
2025-12-04,BCM,66.0,66.3,65.5,66.3,146900,,,,,,,,
2025-12-05,BCM,66.1,66.1,65.5,66.0,144600,,,,,,,,
2025-12-08,BCM,65.6,66.0,65.1,66.0,158400,,,,,,,,
2025-12-09,BCM,66.0,66.1,65.1,65.9,211000,,,,,,,,
2025-12-10,BCM,65.8,65.9,65.3,65.9,133300,,,,,,,,
2025-12-11,BCM,65.3,66.9,65.2,65.2,237500,,,,,,,,
2025-12-12,BCM,65.3,65.8,64.2,65.3,154300,Tin mới nhất,BCM: Kết quả phát hành Trái phiếu riêng lẻ - BCM12504,2025-12-12 17:43:20,/2025/12/bcm-ket-qua-phat-hanh-trai-phieu-rieng-le-bcm12504-785-1380904.htm,,,1380904.0,2.0
2025-12-15,BCM,64.6,65.4,64.6,65.3,113700,,,,,,,,
2025-12-16,BCM,65.1,65.3,60.8,64.8,338300,Tin mới nhất,BCM: Nghị quyết HĐQT về việc góp tăng vốn điều lệ cho Công ty liên doanh TNHH Khu CN Việt Nam - Singapore,2025-12-16 15:47:46,/2025/12/bcm-nghi-quyet-hdqt-ve-viec-gop-tang-von-dieu-le-cho-cong-ty-lien-doanh-tnhh-khu-cn-viet-nam-singapore-737-1381651.htm,,,1381651.0,2.0
2025-12-16,BCM,65.1,65.3,60.8,64.8,338300,Kết quả - Kế hoạch kinh doanh,BCM: Nghị quyết HĐQT về việc góp tăng vốn điều lệ cho Công ty liên doanh TNHH Khu CN Việt Nam - Singapore,2025-12-16 15:47:46,/2025/12/bcm-nghi-quyet-hdqt-ve-viec-gop-tang-von-dieu-le-cho-cong-ty-lien-doanh-tnhh-khu-cn-viet-nam-singapore-737-1381651.htm,,,1381651.0,1.0
2025-12-17,BCM,64.7,64.7,62.8,62.9,269600,,,,,,,,
2025-12-18,BCM,62.5,63.0,60.0,61.3,589700,,,,,,,,
2025-12-19,BCM,61.3,61.8,61.2,61.3,102100,,,,,,,,
2025-12-22,BCM,61.4,61.9,61.1,61.9,93800,,,,,,,,
2025-12-23,BCM,61.9,61.9,61.1,61.2,176500,Tin mới nhất,BCM: Kết quả phát hành trái phiếu riêng lẻ BCM12505,2025-12-23 15:47:00,/2025/12/bcm-ket-qua-phat-hanh-trai-phieu-rieng-le-bcm12505-785-1383885.htm,,,1383885.0,2.0
2025-12-24,BCM,61.2,61.2,60.3,60.4,183800,Tin mới nhất,CBTT về việc đăng ký giao dịch trái phiếu BCM12504 của TẬP ĐOÀN ĐẦU TƯ VÀ PHÁT TRIỂN CÔNG NGHIỆP BECAMEX-CTCP (tên cũ: TỔNG CÔNG TY ĐẦU TƯ VÀ PHÁT TRIỂN CÔNG NGHIỆP - CTCP,2025-12-24 00:00:00,/2025/12/cbtt-ve-viec-dang-ky-giao-dich-trai-phieu-bcm12504-cua-tap-doan-dau-tu-va-phat-trien-cong-nghiep-becamexctcp-ten-cu-tong-cong-ty-dau-tu-va-phat-tri-3118-1384666.htm,,,1384666.0,1.0
2025-12-24,BCM,61.2,61.2,60.3,60.4,183800,Trái phiếu doanh nghiệp,CBTT về việc đăng ký giao dịch trái phiếu BCM12504 của TẬP ĐOÀN ĐẦU TƯ VÀ PHÁT TRIỂN CÔNG NGHIỆP BECAMEX-CTCP (tên cũ: TỔNG CÔNG TY ĐẦU TƯ VÀ PHÁT TRIỂN CÔNG NGHIỆP - CTCP,2025-12-24 00:00:00,/2025/12/cbtt-ve-viec-dang-ky-giao-dich-trai-phieu-bcm12504-cua-tap-doan-dau-tu-va-phat-trien-cong-nghiep-becamexctcp-ten-cu-tong-cong-ty-dau-tu-va-phat-tri-3118-1384666.htm,,,1384666.0,1.0
2025-12-25,BCM,60.4,60.8,60.3,60.5,84200,Tin mới nhất,CBTT về việc đăng ký giao dịch trái phiếu BCM12503 của TẬP ĐOÀN ĐẦU TƯ VÀ PHÁT TRIỂN CÔNG NGHIỆP BECAMEX-CTCP (tên cũ: TỔNG CÔNG TY ĐẦU TƯ VÀ PHÁT TRIỂN CÔNG NGHIỆP - CTCP,2025-12-25 00:00:00,/2025/12/cbtt-ve-viec-dang-ky-giao-dich-trai-phieu-bcm12503-cua-tap-doan-dau-tu-va-phat-trien-cong-nghiep-becamexctcp-ten-cu-tong-cong-ty-dau-tu-va-phat-tri-3118-1384675.htm,,,1384675.0,1.0
